"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 14, 2018","8,186.60","9,135.20","9,400.10","7,923.80","78.81K","-10.38%"
"Mar 13, 2018","9,135.00","9,130.20","9,479.00","8,827.70","61.54K","0.15%"
"Mar 12, 2018","9,121.00","9,528.00","9,894.70","8,776.80","67.58K","-4.27%"
"Mar 11, 2018","9,528.00","8,764.40","9,726.10","8,429.00","70.48K","8.74%"
"Mar 10, 2018","8,762.00","9,216.20","9,500.00","8,691.10","52.54K","-4.94%"
"Mar 09, 2018","9,217.00","9,301.90","9,420.50","8,351.00","98.20K","-0.89%"
"Mar 08, 2018","9,300.00","9,910.70","10,109.00","9,037.00","67.75K","-6.09%"
"Mar 07, 2018","9,902.90","10,779.00","10,899.00","9,422.09","75.22K","-7.62%"
"Mar 06, 2018","10,720.00","11,403.00","11,403.00","10,578.00","44.24K","-6.10%"
"Mar 05, 2018","11,416.00","11,497.00","11,696.00","11,390.00","27.56K","-0.74%"
"Mar 04, 2018","11,501.00","11,454.00","11,544.00","11,061.00","28.07K","0.53%"
"Mar 03, 2018","11,440.00","11,024.00","11,526.00","11,024.00","30.65K","3.76%"
"Mar 02, 2018","11,025.00","10,908.00","11,189.00","10,766.00","28.86K","0.92%"
"Mar 01, 2018","10,925.00","10,316.00","11,087.00","10,224.00","33.87K","5.91%"
"Feb 28, 2018","10,315.00","10,583.00","11,063.00","10,270.00","43.89K","-2.40%"
"Feb 27, 2018","10,569.00","10,320.00","10,880.00","10,133.00","39.72K","2.40%"
"Feb 26, 2018","10,321.00","9,583.00","10,437.00","9,359.90","45.94K","7.99%"
"Feb 25, 2018","9,557.40","9,666.30","9,840.00","9,284.30","30.52K","-1.13%"
"Feb 24, 2018","9,666.30","10,144.00","10,499.00","9,350.30","55.70K","-4.72%"
"Feb 23, 2018","10,145.00","9,826.50","10,395.00","9,583.90","59.07K","3.20%"
"Feb 22, 2018","9,830.00","10,453.22","10,912.00","9,740.00","71.23K","-5.98%"
"Feb 21, 2018","10,455.00","11,216.00","11,239.00","10,200.00","76.96K","-6.80%"
"Feb 20, 2018","11,218.00","11,172.00","11,776.00","11,101.00","60.92K","0.40%"
"Feb 19, 2018","11,173.00","10,398.00","11,250.00","10,308.00","50.74K","7.72%"
"Feb 18, 2018","10,372.00","11,062.00","11,250.00","10,122.00","69.83K","-6.17%"
"Feb 17, 2018","11,053.46","10,161.00","11,083.00","10,050.00","52.80K","8.77%"
"Feb 16, 2018","10,162.00","9,996.00","10,270.00","9,674.90","43.89K","1.65%"
"Feb 15, 2018","9,996.90","9,454.30","10,175.00","9,338.80","67.53K","5.73%"
"Feb 14, 2018","9,455.40","8,515.90","9,488.00","8,512.60","50.36K","11.03%"
"Feb 13, 2018","8,515.90","8,902.90","8,952.80","8,339.70","39.51K","-4.32%"
"Feb 12, 2018","8,900.60","8,070.00","9,000.00","8,070.00","51.40K","10.31%"
"Feb 11, 2018","8,069.00","8,563.00","8,569.00","7,851.00","52.21K","-5.77%"
"Feb 10, 2018","8,563.10","8,678.10","9,074.30","8,152.10","68.15K","-1.38%"
"Feb 09, 2018","8,683.20","8,240.00","8,748.00","7,734.70","63.03K","5.44%"
"Feb 08, 2018","8,235.10","7,585.00","8,648.80","7,579.60","77.62K","8.54%"
"Feb 07, 2018","7,587.00","7,679.40","8,488.20","7,175.10","106.70K","-1.13%"
"Feb 06, 2018","7,673.80","6,946.60","7,860.00","6,000.00","192.76K","10.42%"
"Feb 05, 2018","6,949.90","8,185.20","8,378.00","6,658.80","131.29K","-15.25%"
"Feb 04, 2018","8,200.00","9,225.07","9,403.30","7,840.00","74.42K","-11.06%"
"Feb 03, 2018","9,219.40","8,887.10","9,495.00","8,189.60","51.91K","3.64%"
"Feb 02, 2018","8,895.80","9,181.00","9,201.00","7,972.20","123.34K","-3.11%"
"Feb 01, 2018","9,181.10","10,278.00","10,311.00","8,941.00","78.78K","-10.72%"
"Jan 31, 2018","10,284.00","10,170.00","10,411.00","9,761.00","43.23K","1.07%"
"Jan 30, 2018","10,175.00","11,215.00","11,250.00","9,864.90","61.28K","-9.25%"
"Jan 29, 2018","11,212.00","11,836.00","11,957.00","11,074.00","25.65K","-5.30%"
"Jan 28, 2018","11,839.00","11,455.13","12,181.00","11,398.00","29.62K","3.30%"
"Jan 27, 2018","11,461.00","11,068.00","11,683.00","10,822.00","34.40K","3.53%"
"Jan 26, 2018","11,070.00","11,144.00","11,647.00","10,298.00","56.75K","-0.68%"
"Jan 25, 2018","11,146.00","11,402.00","11,723.00","10,857.00","34.44K","-2.35%"
"Jan 24, 2018","11,414.00","10,811.00","11,529.00","10,454.00","43.82K","5.50%"
"Jan 23, 2018","10,819.00","10,770.00","11,383.00","9,901.10","63.85K","0.45%"
"Jan 22, 2018","10,771.00","11,519.00","11,886.00","10,009.00","66.35K","-6.45%"
"Jan 21, 2018","11,514.00","12,732.00","12,732.00","11,020.00","53.62K","-9.54%"
"Jan 20, 2018","12,728.00","11,462.00","13,002.00","11,425.00","46.30K","10.91%"
"Jan 19, 2018","11,476.00","11,036.00","11,879.00","10,649.00","48.55K","3.90%"
"Jan 18, 2018","11,045.00","11,101.00","11,881.00","10,515.00","85.24K","-0.33%"
"Jan 17, 2018","11,082.00","11,059.00","11,490.00","9,231.10","132.23K","0.09%"
"Jan 16, 2018","11,072.00","13,594.00","13,604.00","9,949.40","131.86K","-18.44%"
"Jan 15, 2018","13,575.00","13,558.00","14,350.00","13,307.00","33.46K","0.13%"
"Jan 14, 2018","13,558.00","14,190.00","14,391.00","12,874.34","35.60K","-4.46%"
"Jan 13, 2018","14,191.00","13,794.00","14,580.00","13,760.00","29.01K","2.96%"
"Jan 12, 2018","13,783.00","13,248.00","14,095.00","12,778.00","37.42K","3.90%"
"Jan 11, 2018","13,266.00","14,895.00","14,949.80","12,639.00","71.70K","-10.94%"
"Jan 10, 2018","14,896.00","14,426.00","14,896.00","13,338.00","57.33K","3.28%"
"Jan 09, 2018","14,423.00","14,902.00","15,355.00","14,122.00","43.44K","-3.40%"
"Jan 08, 2018","14,930.00","16,216.00","16,279.00","13,760.00","64.95K","-7.82%"
"Jan 07, 2018","16,196.00","17,163.00","17,176.00","15,726.00","30.84K","-5.62%"
"Jan 06, 2018","17,161.00","16,911.00","17,252.00","16,251.00","29.61K","1.44%"
"Jan 05, 2018","16,917.00","15,159.00","17,101.00","14,769.00","54.63K","11.59%"
"Jan 04, 2018","15,160.00","15,150.00","15,390.00","14,064.00","46.47K","0.03%"
"Jan 03, 2018","15,155.00","14,713.00","15,428.00","14,522.00","38.35K","3.03%"
"Jan 02, 2018","14,709.82","13,448.00","15,300.00","12,810.00","56.18K","10.15%"
"Jan 01, 2018","13,354.00","13,794.00","13,893.00","12,787.00","29.54K","-3.23%"
"Dec 31, 2017","13,800.00","12,385.00","14,140.00","12,183.88","43.29K","11.50%"
"Dec 30, 2017","12,377.00","14,308.00","14,403.00","11,690.00","75.43K","-13.55%"
"Dec 29, 2017","14,317.00","14,323.00","15,105.00","13,847.00","48.01K","0.01%"
"Dec 28, 2017","14,315.00","15,374.00","15,467.00","13,232.00","72.89K","-6.89%"
"Dec 27, 2017","15,374.00","15,680.00","16,494.00","14,463.00","54.99K","-1.95%"
"Dec 26, 2017","15,679.00","13,627.00","16,048.00","13,550.00","63.44K","15.09%"
"Dec 25, 2017","13,623.00","13,517.00","14,278.00","12,678.00","45.61K","1.09%"
"Dec 24, 2017","13,476.00","14,036.00","14,047.00","11,601.18","72.38K","-3.98%"
"Dec 23, 2017","14,035.00","13,173.00","14,986.00","12,755.00","59.92K","6.57%"
"Dec 22, 2017","13,170.00","15,650.00","15,826.00","10,718.00","179.00K","-15.94%"
"Dec 21, 2017","15,666.83","16,433.00","17,333.00","14,827.00","65.58K","-4.62%"
"Dec 20, 2017","16,425.00","17,340.00","17,709.00","15,500.00","82.16K","-5.30%"
"Dec 19, 2017","17,345.00","18,931.00","18,987.00","16,500.00","66.65K","-8.39%"
"Dec 18, 2017","18,934.00","18,959.00","19,171.00","18,010.00","53.58K","-0.20%"
"Dec 17, 2017","18,971.00","19,210.00","19,891.00","18,622.00","51.80K","-1.13%"
"Dec 16, 2017","19,187.00","17,569.55","19,548.00","17,098.00","48.27K","9.50%"
"Dec 15, 2017","17,522.00","16,396.00","18,098.00","16,352.00","63.11K","6.95%"
"Dec 14, 2017","16,383.00","16,122.00","16,999.00","15,870.00","45.72K","1.25%"
"Dec 13, 2017","16,181.00","17,010.00","17,288.00","15,674.00","62.88K","-4.63%"
"Dec 12, 2017","16,967.00","16,754.00","17,500.00","16,234.00","52.09K","1.27%"
"Dec 11, 2017","16,754.00","14,937.00","17,443.00","14,937.00","78.09K","11.72%"
"Dec 10, 2017","14,997.00","14,660.00","15,728.00","12,748.00","107.05K","2.30%"
"Dec 09, 2017","14,660.00","15,829.00","16,300.00","13,021.00","77.82K","-7.62%"
"Dec 08, 2017","15,869.00","16,608.00","17,160.00","13,774.00","124.11K","-4.41%"
"Dec 07, 2017","16,601.00","13,500.00","16,639.00","13,154.00","141.26K","22.72%"
"Dec 06, 2017","13,527.00","11,590.00","13,598.00","11,590.00","83.59K","16.66%"
"Dec 05, 2017","11,595.00","11,611.00","11,949.00","11,414.00","48.94K","0.00%"
"Dec 04, 2017","11,595.00","11,162.00","11,598.00","10,788.00","63.74K","3.93%"
"Dec 03, 2017","11,157.00","10,880.00","11,842.00","10,299.00","93.06K","2.54%"
"Dec 02, 2017","10,881.00","10,852.00","11,187.00","10,627.00","49.71K","0.11%"
"Dec 01, 2017","10,869.00","9,907.00","10,949.00","9,370.10","84.14K","9.71%"
"Nov 30, 2017","9,907.00","9,771.90","10,540.00","8,821.00","129.07K","1.62%"
"Nov 29, 2017","9,749.40","9,891.90","11,427.17","9,001.10","182.74K","-1.50%"
"Nov 28, 2017","9,898.00","9,727.10","9,977.77","9,608.30","47.11K","1.74%"
"Nov 27, 2017","9,728.80","9,303.90","9,760.70","9,268.90","66.66K","4.43%"
"Nov 26, 2017","9,316.00","8,791.00","9,495.00","8,769.20","67.57K","6.27%"
"Nov 25, 2017","8,766.20","8,191.60","8,770.00","8,132.90","44.25K","7.01%"
"Nov 24, 2017","8,191.60","7,977.00","8,350.70","7,873.00","42.85K","2.69%"
"Nov 23, 2017","7,977.10","8,230.00","8,267.60","7,977.10","32.10K","-3.07%"
"Nov 22, 2017","8,230.10","8,097.30","8,310.00","8,064.30","28.86K","1.64%"
"Nov 21, 2017","8,097.30","8,245.10","8,380.00","7,790.00","71.85K","-1.79%"
"Nov 20, 2017","8,245.10","8,052.80","8,310.20","7,943.40","38.28K","2.37%"
"Nov 19, 2017","8,054.20","7,770.60","8,126.90","7,652.00","39.13K","3.61%"
"Nov 18, 2017","7,773.30","7,674.10","7,867.00","7,419.50","40.70K","1.24%"
"Nov 17, 2017","7,677.90","7,865.00","8,029.80","7,511.10","75.95K","-2.37%"
"Nov 16, 2017","7,864.20","7,273.70","8,012.90","7,099.90","85.88K","8.05%"
"Nov 15, 2017","7,278.30","6,589.90","7,310.20","6,589.90","71.61K","10.63%"
"Nov 14, 2017","6,579.20","6,476.50","6,687.80","6,315.40","49.52K","1.62%"
"Nov 13, 2017","6,474.60","5,806.50","6,680.00","5,786.10","110.44K","11.21%"
"Nov 12, 2017","5,822.10","6,282.40","6,465.00","5,426.00","172.69K","-7.60%"
"Nov 11, 2017","6,300.70","6,541.20","6,788.00","6,166.00","72.84K","-3.69%"
"Nov 10, 2017","6,542.20","7,123.30","7,313.10","6,405.20","88.43K","-8.20%"
"Nov 09, 2017","7,126.20","7,447.00","7,447.00","7,017.60","50.14K","-4.25%"
"Nov 08, 2017","7,442.40","7,102.00","7,895.00","7,029.90","97.30K","4.77%"
"Nov 07, 2017","7,103.30","6,959.60","7,214.40","6,959.00","37.54K","2.13%"
"Nov 06, 2017","6,955.00","7,355.10","7,429.50","6,915.10","63.27K","-5.78%"
"Nov 05, 2017","7,382.00","7,370.90","7,595.00","7,272.00","46.29K","0.18%"
"Nov 04, 2017","7,369.00","7,104.00","7,521.10","6,936.50","48.62K","1.24%"
"Nov 03, 2017","7,278.40","7,018.90","7,447.50","6,926.50","64.15K","3.68%"
"Nov 02, 2017","7,019.90","6,735.00","7,315.10","6,724.50","97.45K","4.35%"
"Nov 01, 2017","6,727.30","6,450.20","6,727.30","6,348.00","57.13K","4.17%"
"Oct 31, 2017","6,458.30","6,129.90","6,472.10","6,082.70","38.76K","5.44%"
"Oct 30, 2017","6,125.30","6,146.00","6,237.20","6,010.00","33.26K","-0.50%"
"Oct 29, 2017","6,156.00","5,718.10","6,330.00","5,662.90","61.92K","7.61%"
"Oct 28, 2017","5,720.60","5,759.80","5,863.90","5,634.70","26.66K","-0.68%"
"Oct 27, 2017","5,759.60","5,890.00","6,010.20","5,681.20","39.71K","-2.21%"
"Oct 26, 2017","5,890.00","5,724.20","5,966.60","5,680.50","42.72K","2.97%"
"Oct 25, 2017","5,720.00","5,509.90","5,743.90","5,367.90","44.80K","3.82%"
"Oct 24, 2017","5,509.50","5,902.50","5,902.50","5,457.50","64.03K","-6.73%"
"Oct 23, 2017","5,906.90","5,980.50","6,051.00","5,639.80","67.06K","-1.23%"
"Oct 22, 2017","5,980.50","6,005.10","6,069.60","5,717.90","50.58K","-0.41%"
"Oct 21, 2017","6,005.10","5,984.90","6,190.00","5,873.60","53.52K","0.34%"
"Oct 20, 2017","5,984.50","5,694.00","6,082.20","5,606.40","61.78K","5.10%"
"Oct 19, 2017","5,694.00","5,574.80","5,741.00","5,505.80","38.04K","2.32%"
"Oct 18, 2017","5,565.00","5,597.70","5,597.90","5,114.30","69.04K","-0.57%"
"Oct 17, 2017","5,597.10","5,764.80","5,779.00","5,511.00","31.91K","-2.90%"
"Oct 16, 2017","5,764.40","5,712.20","5,803.20","5,570.40","31.41K","1.15%"
"Oct 15, 2017","5,698.60","5,838.70","5,876.90","5,450.00","57.34K","-2.34%"
"Oct 14, 2017","5,835.00","5,636.80","5,854.30","5,567.30","36.81K","3.52%"
"Oct 13, 2017","5,636.80","5,440.00","5,874.30","5,376.00","99.15K","3.84%"
"Oct 12, 2017","5,428.50","4,824.90","5,437.60","4,815.10","79.26K","12.51%"
"Oct 11, 2017","4,824.90","4,777.70","4,879.50","4,715.00","28.92K","1.00%"
"Oct 10, 2017","4,777.00","4,782.30","4,940.00","4,717.50","42.68K","-0.11%"
"Oct 09, 2017","4,782.30","4,612.40","4,874.90","4,551.30","48.93K","3.67%"
"Oct 08, 2017","4,613.10","4,435.90","4,630.00","4,417.60","29.86K","3.99%"
"Oct 07, 2017","4,436.00","4,370.00","4,477.10","4,316.10","17.41K","1.49%"
"Oct 06, 2017","4,371.00","4,312.60","4,424.50","4,294.00","25.94K","1.29%"
"Oct 05, 2017","4,315.40","4,215.90","4,364.60","4,134.90","25.36K","2.38%"
"Oct 04, 2017","4,215.10","4,310.60","4,353.80","4,177.70","26.37K","-2.23%"
"Oct 03, 2017","4,311.10","4,399.30","4,439.90","4,222.00","28.54K","-2.02%"
"Oct 02, 2017","4,400.10","4,404.30","4,482.00","4,359.80","29.08K","-0.10%"
"Oct 01, 2017","4,404.30","4,366.60","4,420.50","4,257.70","29.23K","0.85%"
"Sep 30, 2017","4,367.00","4,168.10","4,393.40","4,160.10","31.50K","4.73%"
"Sep 29, 2017","4,169.90","4,190.00","4,244.60","4,024.70","38.94K","-0.48%"
"Sep 28, 2017","4,190.00","4,207.50","4,268.60","4,125.00","36.57K","-0.37%"
"Sep 27, 2017","4,205.40","3,881.60","4,226.50","3,878.10","48.62K","8.41%"
"Sep 26, 2017","3,879.10","3,930.00","3,983.00","3,850.90","21.41K","-1.30%"
"Sep 25, 2017","3,930.00","3,654.70","3,977.00","3,654.70","40.15K","7.59%"
"Sep 24, 2017","3,652.80","3,779.60","3,781.30","3,620.00","20.88K","-3.35%"
"Sep 23, 2017","3,779.60","3,598.70","3,808.00","3,559.10","25.64K","5.03%"
"Sep 22, 2017","3,598.50","3,597.30","3,743.60","3,493.50","49.24K","-0.14%"
"Sep 21, 2017","3,603.40","3,875.50","3,903.70","3,564.40","56.98K","-6.97%"
"Sep 20, 2017","3,873.20","3,892.20","4,048.00","3,834.10","33.21K","-0.69%"
"Sep 19, 2017","3,900.00","4,084.40","4,110.00","3,836.20","47.77K","-4.51%"
"Sep 18, 2017","4,084.10","3,667.00","4,113.90","3,667.00","58.98K","11.40%"
"Sep 17, 2017","3,666.30","3,680.10","3,775.90","3,476.30","37.05K","-0.52%"
"Sep 16, 2017","3,685.40","3,697.10","3,874.00","3,511.10","70.74K","-0.34%"
"Sep 15, 2017","3,698.00","3,237.40","3,809.00","2,981.00","183.11K","14.20%"
"Sep 14, 2017","3,238.10","3,850.20","3,917.20","3,206.20","127.51K","-15.89%"
"Sep 13, 2017","3,849.70","4,149.40","4,159.60","3,734.00","71.51K","-7.08%"
"Sep 12, 2017","4,142.90","4,198.90","4,378.40","4,055.50","40.04K","-1.43%"
"Sep 11, 2017","4,203.00","4,234.90","4,373.10","4,123.00","30.90K","-0.69%"
"Sep 10, 2017","4,232.10","4,315.40","4,325.00","3,975.80","45.87K","-1.99%"
"Sep 09, 2017","4,317.90","4,304.00","4,381.20","4,159.40","31.11K","0.28%"
"Sep 08, 2017","4,305.80","4,613.50","4,686.20","4,107.10","60.93K","-6.67%"
"Sep 07, 2017","4,613.50","4,594.60","4,672.80","4,465.30","23.13K","0.53%"
"Sep 06, 2017","4,589.10","4,375.00","4,631.40","4,361.40","39.00K","4.90%"
"Sep 05, 2017","4,374.90","4,210.60","4,469.90","3,900.10","57.73K","4.15%"
"Sep 04, 2017","4,200.40","4,599.20","4,606.00","4,056.50","59.08K","-8.59%"
"Sep 03, 2017","4,595.00","4,534.20","4,699.80","4,331.00","33.56K","1.34%"
"Sep 02, 2017","4,534.40","4,911.80","4,969.00","4,400.50","55.03K","-7.55%"
"Sep 01, 2017","4,904.90","4,718.30","4,927.40","4,660.70","28.71K","3.96%"
"Aug 31, 2017","4,718.20","4,567.90","4,749.90","4,567.90","18.47K","3.27%"
"Aug 30, 2017","4,569.00","4,586.60","4,641.10","4,481.10","17.07K","-0.39%"
"Aug 29, 2017","4,587.10","4,385.10","4,644.20","4,336.70","32.70K","4.64%"
"Aug 28, 2017","4,383.80","4,330.70","4,395.20","4,175.70","21.22K","1.20%"
"Aug 27, 2017","4,331.80","4,340.20","4,405.70","4,305.00","11.16K","-0.23%"
"Aug 26, 2017","4,341.70","4,351.50","4,364.00","4,243.60","14.80K","-0.23%"
"Aug 25, 2017","4,351.50","4,324.10","4,461.20","4,277.40","27.76K","0.61%"
"Aug 24, 2017","4,325.20","4,135.00","4,370.80","4,093.00","22.04K","4.75%"
"Aug 23, 2017","4,129.10","4,086.90","4,248.60","4,055.90","27.49K","1.35%"
"Aug 22, 2017","4,074.00","3,998.90","4,140.00","3,600.00","61.72K","1.79%"
"Aug 21, 2017","4,002.50","4,066.30","4,093.50","3,956.40","26.61K","-1.52%"
"Aug 20, 2017","4,064.30","4,145.00","4,192.00","4,040.90","25.10K","-1.95%"
"Aug 19, 2017","4,145.10","4,088.20","4,184.10","3,920.00","41.77K","1.34%"
"Aug 18, 2017","4,090.20","4,269.70","4,359.00","3,957.00","46.80K","-3.99%"
"Aug 17, 2017","4,260.00","4,386.40","4,489.10","4,178.10","40.30K","-2.88%"
"Aug 16, 2017","4,386.30","4,160.00","4,403.60","3,928.10","35.29K","5.65%"
"Aug 15, 2017","4,151.90","4,321.00","4,430.00","3,841.90","64.13K","-3.88%"
"Aug 14, 2017","4,319.50","4,061.60","4,330.30","3,969.30","34.22K","6.57%"
"Aug 13, 2017","4,053.30","3,866.20","4,183.70","3,836.10","48.16K","4.86%"
"Aug 12, 2017","3,865.50","3,643.40","3,965.40","3,590.00","37.66K","6.08%"
"Aug 11, 2017","3,644.10","3,404.70","3,690.60","3,380.00","26.43K","6.93%"
"Aug 10, 2017","3,407.90","3,340.20","3,444.40","3,310.00","19.13K","2.04%"
"Aug 09, 2017","3,339.90","3,415.00","3,424.40","3,236.80","26.25K","-2.20%"
"Aug 08, 2017","3,415.00","3,395.00","3,482.90","3,343.80","31.72K","0.54%"
"Aug 07, 2017","3,396.70","3,232.50","3,440.00","3,190.00","24.54K","5.23%"
"Aug 06, 2017","3,227.90","3,255.00","3,309.80","3,156.00","16.95K","-0.88%"
"Aug 05, 2017","3,256.40","2,860.00","3,331.90","2,855.00","50.56K","13.86%"
"Aug 04, 2017","2,860.00","2,790.30","2,874.80","2,762.60","18.99K","2.50%"
"Aug 03, 2017","2,790.30","2,702.00","2,813.00","2,698.00","16.86K","3.27%"
"Aug 02, 2017","2,702.00","2,733.80","2,757.80","2,640.00","23.76K","-1.07%"
"Aug 01, 2017","2,731.20","2,854.30","2,901.60","2,615.80","42.31K","-4.37%"
